week_ending,dengue_cases,influenza_cases,covid_cases,hand_foot_mouth_cases,region,hospital_admissions
2022-04-27,49.269116673042674,69.28845863608302,38.0,72,South,19.95996958782136
2022-05-04,61.909468992693405,81.229795206071,54.0,63,South,14.042834769493776
2022-05-11,56.455687709482,76.5816326563828,58.0,63,West,19.992380107204138
2022-05-18,34.946859799431174,59.402083600022046,50.0,72,North,10.947678666145608
2022-05-25,49.42294909185049,54.74179597312694,58.0,92,North,17.764698460028956
2022-06-01,45.92415967419695,64.64314624967136,54.0,81,South,13.304590412626482
2022-06-08,50.4902954697958,60.13956441462679,45.0,75,Central,8.519951393423232
2022-06-15,40.16012618988842,48.255001448276786,57.0,81,North,17.397626396161908
2022-06-22,46.97076975993783,60.00354780427872,58.0,79,West,15.22017625664161
2022-06-29,34.95710105769628,79.3892089588423,54.0,70,East,16.99509525732404
2022-07-06,27.15119638141433,67.40584160636634,54.0,71,East,12.041197040307562
2022-07-13,34.58182249741476,65.03725151789092,52.0,66,East,7.870362256793762
2022-07-20,35.273978406135825,63.257451503550776,42.0,87,Central,
2022-07-27,32.24849712598349,87.03107536987179,59.0,84,South,20.11019225829738
2022-08-03,28.521713838289248,70.31394127786898,58.0,96,West,12.233063569956155
2022-08-10,27.10520567958686,62.053755528055305,46.0,77,Central,13.06210441185544
2022-08-17,13.005607326130438,92.19094556156946,42.0,81,West,17.4202054265062
2022-08-24,39.22450530825995,86.65960890831468,58.0,80,West,14.670239296929743
2022-08-31,29.75841273811075,67.3885629660423,53.0,65,South,
2022-09-07,31.598824853236504,103.30247888815467,53.0,68,East,17.493168929768252
2022-09-14,24.73235449137554,93.32308151820705,56.0,88,South,13.243934207274977
2022-09-21,32.14094533834441,104.37039625701091,56.0,56,Central,21.118074331620097
2022-09-28,38.80215955217334,103.36402300064348,69.0,73,Central,18.553913203712316
2022-10-05,34.68953518183643,120.22441685644031,54.0,81,Central,13.659994986035791
2022-10-12,39.77300768715345,108.87415523608738,46.0,77,South,19.364202679889686
2022-10-19,45.0193888453532,109.23917114192679,37.0,83,West,9.803244194474924
2022-10-26,31.392895415659687,126.24993300110887,47.0,95,West,26.57617899724248
2022-11-02,60.85571914065499,146.84255225368136,55.0,72,North,29.59018134465058
2022-11-09,47.36862900470375,134.9598010515287,56.0,67,Central,22.452330337651887
2022-11-16,50.89159615589689,123.55202385695014,50.0,77,West,20.913415917536707
2022-11-23,68.38443153695384,137.57792841976246,54.0,88,North,
2022-11-30,49.807426068082236,120.00524353323146,48.0,65,West,15.735530853875261
2022-12-07,48.12198318414032,130.81123309125084,42.0,70,Central,19.139308201380786
2022-12-14,50.29123365023833,129.9830582582061,54.0,76,East,15.012613225644898
2022-12-21,50.28062286220862,141.5179819824184,38.0,84,Central,
2022-12-28,73.05846127666756,147.42341259541453,53.0,96,South,26.96625147259396
2023-01-04,73.5964292027145,137.71678580251915,66.0,83,West,22.25505170548074
2023-01-11,57.87002791429748,131.4252869445733,49.0,70,West,16.732758167884818
2023-01-18,71.85896989734873,119.58541795495204,48.0,77,South,14.302782764242925
2023-01-25,74.54750201533415,124.24241590994416,48.0,76,South,28.15664716485908
2023-02-01,64.92465644542014,128.4495324345707,60.0,105,East,19.336622097059493
2023-02-08,74.98442538802551,126.26718544238965,43.0,75,West,
2023-02-15,66.72585676676005,106.76199672146329,53.0,78,West,21.461463437727797
2023-02-22,66.1530693943186,121.00573069705568,59.0,84,East,22.926631688734314
2023-03-01,77.27518736274874,110.07415127580548,71.0,83,North,27.6140267784705
2023-03-08,72.10619470320822,86.04581498103109,59.0,69,East,18.46626062018073
2023-03-15,65.66471263037782,103.00081960365341,56.0,88,Central,14.423172550865889
2023-03-22,59.97370291986612,102.01952830183114,41.0,69,West,
2023-03-29,60.06010214359232,91.18128947348764,62.0,75,South,16.968798523819384
2023-04-05,70.95439258951366,75.5631727932385,57.0,85,Central,14.664345525240169
2023-04-12,73.69011670064019,68.23874154774919,40.0,89,West,15.262865220912687
2023-04-19,58.30334276797359,62.27688082533672,54.0,75,East,23.582072371864108
2023-04-26,47.83209038849902,67.7407002259158,43.0,81,Central,12.73385302072725
2023-05-03,54.31572484027277,76.68652857033436,36.0,79,West,12.777644605871211
2023-05-10,36.7943300217745,57.16301662265492,45.0,76,North,13.205589952031255
2023-05-17,30.308069944152667,65.21036211837541,46.0,90,North,11.163200144273706
2023-05-24,41.896548947331446,64.85966944333141,48.0,88,South,14.295682188308744
2023-05-31,37.598180831279926,61.13245416313786,52.0,78,West,17.32078690369162
2023-06-07,29.44957695172825,54.04030029565925,54.0,87,North,18.17072798377236
2023-06-14,38.484963027527826,68.58467578591299,56.0,81,East,
2023-06-21,22.735633949496656,74.75690912275809,50.0,103,West,23.79566995474267
2023-06-28,37.22945527525246,78.53832746984858,41.0,67,East,16.646659131879865
2023-07-05,28.99041935086496,63.900554110524524,52.0,79,East,25.06646414735927
2023-07-12,28.03826312998982,61.805960468556954,51.0,66,North,9.661715296128614
2023-07-19,36.38815377835192,76.20826550438085,46.0,69,West,24.80565316517716
2023-07-26,28.050447071673226,63.05327293886261,38.0,86,Central,9.755828083012503
2023-08-02,20.030522435592424,69.27973456115868,30.0,77,North,8.556944317802
2023-08-09,15.328697255272605,70.82032586878702,48.0,79,North,11.674523281852244
2023-08-16,20.940221819683206,82.60271849866785,51.0,88,West,12.781054551108058
2023-08-23,36.85535498109037,98.55073236607497,57.0,85,West,17.5922741000453
2023-08-30,52.059519324554,90.58554915874909,42.0,73,East,13.13508937795066
2023-09-06,29.533533375693214,117.62696785608594,53.0,79,West,20.93451259573048
2023-09-13,23.253917147816328,112.59468227387427,54.0,84,East,13.29095065536945
2023-09-20,41.19326616126941,112.40956028421641,55.0,84,North,21.26785662160222
2023-09-27,39.32068797714323,118.99490433357344,47.0,63,South,24.570432112011815
2023-10-04,44.60229429166903,112.2776731797858,38.0,69,Central,13.988601239117497
2023-10-11,28.001740752593825,110.18964538667758,51.0,80,North,19.93157343448915
2023-10-18,46.48080589864567,122.66850604260662,49.0,58,West,20.92730233651082
2023-10-25,44.99999999999998,127.65883939231584,50.0,86,Central,29.64737638071454
2022-04-06,59.41843957629433,78.25451018676276,38.0,86,West,10.265991226617299
2020-09-23,36.07534355457987,68.38818115020678,0.0,82,South,5.734939811932483
2020-06-17,50.2056699782255,55.929930923532396,0.0,79,East,13.618173061925367
2022-06-01,45.92415967419695,64.64314624967136,54.0,81,South,13.304590412626482
2022-01-05,63.801924458542146,138.69372826034177,52.0,88,East,22.178603051170004
